shipping_id,order_id,delivery_status,shipping_date,return_date
SHIP_19688,ORD_13688,Delivered,2025-07-13,
SHIP_19689,ORD_13689,Delivered,2026-01-23,
SHIP_19690,ORD_13690,Delivered,2025-08-16,
SHIP_19691,ORD_13691,In Transit,2025-07-21,
SHIP_19692,ORD_13692,Returned,2026-03-18,2026-03-22
SHIP_19693,ORD_13693,Delivered,2025-05-24,
SHIP_19694,ORD_13694,Delivered,2025-04-15,
SHIP_19695,ORD_13695,Delivered,2025-08-14,
SHIP_19696,ORD_13696,In Transit,2025-04-30,
SHIP_19697,ORD_13697,Delivered,2025-06-25,
SHIP_19698,ORD_13698,Delivered,2025-12-23,
SHIP_19699,ORD_13699,In Transit,2025-06-23,
SHIP_19700,ORD_13700,Delivered,2025-05-25,
SHIP_19701,ORD_13701,In Transit,2025-07-19,
SHIP_19702,ORD_13702,Delivered,2025-09-13,
SHIP_19703,ORD_13703,Cancelled,,
SHIP_19704,ORD_13704,Delivered,2025-11-14,
SHIP_19705,ORD_13705,In Transit,2025-06-27,
SHIP_19706,ORD_13706,Delivered,2026-02-07,
SHIP_19707,ORD_13707,Delivered,2025-08-18,
SHIP_19708,ORD_13708,In Transit,2025-11-15,
SHIP_19709,ORD_13709,Delivered,2026-02-13,
SHIP_19710,ORD_13710,Cancelled,,
SHIP_19711,ORD_13711,Cancelled,,
SHIP_19712,ORD_13712,Delivered,2026-03-04,
SHIP_19713,ORD_13713,Returned,2025-06-07,2025-06-11
SHIP_19714,ORD_13714,In Transit,2025-10-29,
SHIP_19715,ORD_13715,In Transit,2026-01-10,
SHIP_19716,ORD_13716,Delivered,2026-02-24,
SHIP_19717,ORD_13717,Delivered,2025-07-20,
SHIP_19718,ORD_13718,Delivered,2025-12-18,
SHIP_19719,ORD_13719,Delivered,2025-05-01,
SHIP_19720,ORD_13720,Delivered,2025-05-05,
SHIP_19721,ORD_13721,In Transit,2026-01-29,
SHIP_19722,ORD_13722,Cancelled,,
SHIP_19723,ORD_13723,Cancelled,,
SHIP_19724,ORD_13724,Returned,2026-01-03,2026-01-09
SHIP_19725,ORD_13725,Returned,2025-09-27,2025-10-02
SHIP_19726,ORD_13726,Cancelled,,
SHIP_19727,ORD_13727,Cancelled,,
SHIP_19728,ORD_13728,Delivered,2026-02-12,
SHIP_19729,ORD_13729,Delivered,2025-10-07,
SHIP_19730,ORD_13730,Delivered,2025-08-03,
SHIP_19731,ORD_13731,Delivered,2026-02-09,
SHIP_19732,ORD_13732,Delivered,2026-03-27,
SHIP_19733,ORD_13733,Returned,2025-05-27,2025-06-02
SHIP_19734,ORD_13734,Delivered,2025-07-27,
SHIP_19735,ORD_13735,In Transit,2025-08-01,
SHIP_19736,ORD_13736,Returned,2025-08-25,2025-08-29
SHIP_19737,ORD_13737,Delivered,2025-05-17,
SHIP_19738,ORD_13738,In Transit,2025-12-18,
SHIP_19739,ORD_13739,Delivered,2025-06-03,
SHIP_19740,ORD_13740,In Transit,2025-04-19,
SHIP_19741,ORD_13741,Cancelled,,
SHIP_19742,ORD_13742,In Transit,2025-05-20,
SHIP_19743,ORD_13743,Delivered,2025-12-07,
SHIP_19744,ORD_13744,Delivered,2025-10-29,
SHIP_19745,ORD_13745,Returned,2025-12-09,2025-12-12
SHIP_19746,ORD_13746,Cancelled,,
SHIP_19747,ORD_13747,Delivered,2025-08-30,
SHIP_19748,ORD_13748,Delivered,2025-09-11,
SHIP_19749,ORD_13749,Delivered,2025-12-31,
SHIP_19750,ORD_13750,Delivered,2025-09-20,
SHIP_19751,ORD_13751,Cancelled,,
SHIP_19752,ORD_13752,Delivered,2026-02-19,
SHIP_19753,ORD_13753,Returned,2025-05-05,2025-05-11
SHIP_19754,ORD_13754,Returned,2025-10-13,2025-10-17
SHIP_19755,ORD_13755,Cancelled,,
SHIP_19756,ORD_13756,In Transit,2025-11-25,
SHIP_19757,ORD_13757,Returned,2025-05-12,2025-05-15
SHIP_19758,ORD_13758,Returned,2025-10-23,2025-10-29
SHIP_19759,ORD_13759,Delivered,2025-09-15,
SHIP_19760,ORD_13760,Returned,2026-02-25,2026-03-01
SHIP_19761,ORD_13761,Delivered,2025-05-29,
SHIP_19762,ORD_13762,Returned,2025-10-19,2025-10-22
SHIP_19763,ORD_13763,In Transit,2025-09-01,
SHIP_19764,ORD_13764,In Transit,2025-04-17,
SHIP_19765,ORD_13765,Delivered,2025-05-16,
SHIP_19766,ORD_13766,Delivered,2025-09-15,
SHIP_19767,ORD_13767,Delivered,2025-06-06,
SHIP_19768,ORD_13768,Returned,2025-12-21,2025-12-24
SHIP_19769,ORD_13769,Delivered,2025-04-10,
SHIP_19770,ORD_13770,Cancelled,,
SHIP_19771,ORD_13771,Delivered,2025-07-24,
SHIP_19772,ORD_13772,In Transit,2025-12-16,
SHIP_19773,ORD_13773,Delivered,2025-05-25,
SHIP_19774,ORD_13774,In Transit,2026-02-14,
SHIP_19775,ORD_13775,Returned,2025-05-13,2025-05-17
SHIP_19776,ORD_13776,Cancelled,,
SHIP_19777,ORD_13777,Delivered,2025-04-27,
SHIP_19778,ORD_13778,Cancelled,,
SHIP_19779,ORD_13779,Delivered,2025-04-08,
SHIP_19780,ORD_13780,Returned,2026-03-01,2026-03-08
SHIP_19781,ORD_13781,Delivered,2025-08-09,
SHIP_19782,ORD_13782,Delivered,2025-04-11,
SHIP_19783,ORD_13783,Delivered,2025-06-29,
SHIP_19784,ORD_13784,Returned,2026-02-12,2026-02-17
SHIP_19785,ORD_13785,Returned,2026-01-18,2026-01-23
SHIP_19786,ORD_13786,In Transit,2026-01-24,
SHIP_19787,ORD_13787,Returned,2025-06-14,2025-06-17
SHIP_19788,ORD_13788,Cancelled,,
SHIP_19789,ORD_13789,Delivered,2025-10-18,
SHIP_19790,ORD_13790,Returned,2025-06-23,2025-06-30
SHIP_19791,ORD_13791,Delivered,2026-01-23,
SHIP_19792,ORD_13792,Delivered,2025-05-26,
SHIP_19793,ORD_13793,Returned,2026-01-07,2026-01-13
SHIP_19794,ORD_13794,Returned,2025-10-07,2025-10-11
SHIP_19795,ORD_13795,Delivered,2025-09-22,
SHIP_19796,ORD_13796,In Transit,2025-12-15,
SHIP_19797,ORD_13797,Delivered,2025-12-31,
SHIP_19798,ORD_13798,In Transit,2025-04-05,
SHIP_19799,ORD_13799,In Transit,2025-10-06,
SHIP_19800,ORD_13800,Delivered,2025-09-05,
SHIP_19801,ORD_13801,In Transit,2025-10-22,
SHIP_19802,ORD_13802,Delivered,2025-06-25,
SHIP_19803,ORD_13803,In Transit,2025-04-27,
SHIP_19804,ORD_13804,Returned,2025-10-31,2025-11-07
SHIP_19805,ORD_13805,Delivered,2026-02-18,
SHIP_19806,ORD_13806,Delivered,2026-02-22,
SHIP_19807,ORD_13807,In Transit,2025-11-07,
SHIP_19808,ORD_13808,In Transit,2025-06-29,
SHIP_19809,ORD_13809,Delivered,2025-10-25,
SHIP_19810,ORD_13810,Returned,2025-06-08,2025-06-11
SHIP_19811,ORD_13811,Cancelled,,
SHIP_19812,ORD_13812,Cancelled,,
SHIP_19813,ORD_13813,Returned,2025-11-13,2025-11-16
SHIP_19814,ORD_13814,Delivered,2026-03-17,
SHIP_19815,ORD_13815,In Transit,2026-01-08,
SHIP_19816,ORD_13816,Cancelled,,
SHIP_19817,ORD_13817,Delivered,2025-08-25,
SHIP_19818,ORD_13818,Cancelled,,
SHIP_19819,ORD_13819,Delivered,2025-12-24,
SHIP_19820,ORD_13820,In Transit,2025-04-23,
SHIP_19821,ORD_13821,Delivered,2025-08-11,
SHIP_19822,ORD_13822,Returned,2025-06-06,2025-06-12
SHIP_19823,ORD_13823,In Transit,2025-11-12,
SHIP_19824,ORD_13824,Returned,2025-05-24,2025-05-30
SHIP_19825,ORD_13825,In Transit,2025-10-01,
SHIP_19826,ORD_13826,Delivered,2026-03-22,
SHIP_19827,ORD_13827,In Transit,2026-01-16,
SHIP_19828,ORD_13828,Delivered,2026-03-31,
SHIP_19829,ORD_13829,Delivered,2026-03-05,
SHIP_19830,ORD_13830,In Transit,2025-09-20,
SHIP_19831,ORD_13831,Cancelled,,
SHIP_19832,ORD_13832,Delivered,2025-06-24,
SHIP_19833,ORD_13833,Returned,2025-08-08,2025-08-11
SHIP_19834,ORD_13834,Delivered,2025-04-02,
SHIP_19835,ORD_13835,Delivered,2025-08-02,
SHIP_19836,ORD_13836,Cancelled,,
SHIP_19837,ORD_13837,Delivered,2025-09-12,
SHIP_19838,ORD_13838,In Transit,2026-01-27,
SHIP_19839,ORD_13839,Delivered,2025-06-24,
SHIP_19840,ORD_13840,Returned,2025-09-24,2025-09-28
SHIP_19841,ORD_13841,Returned,2025-11-16,2025-11-22
SHIP_19842,ORD_13842,Returned,2026-01-25,2026-01-30
SHIP_19843,ORD_13843,Delivered,2025-09-01,
SHIP_19844,ORD_13844,Delivered,2025-12-13,
SHIP_19845,ORD_13845,Cancelled,,
SHIP_19846,ORD_13846,Returned,2025-05-30,2025-06-04
SHIP_19847,ORD_13847,In Transit,2025-11-30,
SHIP_19848,ORD_13848,In Transit,2026-02-05,
SHIP_19849,ORD_13849,Delivered,2025-04-13,
SHIP_19850,ORD_13850,In Transit,2026-01-13,
SHIP_19851,ORD_13851,Returned,2025-09-23,2025-09-26
SHIP_19852,ORD_13852,Returned,2026-02-25,2026-02-28
SHIP_19853,ORD_13853,Delivered,2025-04-13,
SHIP_19854,ORD_13854,In Transit,2025-05-02,
SHIP_19855,ORD_13855,In Transit,2025-10-08,
SHIP_19856,ORD_13856,Delivered,2025-05-24,
SHIP_19857,ORD_13857,Delivered,2025-10-29,
SHIP_19858,ORD_13858,Delivered,2025-06-24,
SHIP_19859,ORD_13859,Delivered,2025-05-03,
SHIP_19860,ORD_13860,Returned,2026-02-27,2026-03-04
SHIP_19861,ORD_13861,In Transit,2025-12-24,
SHIP_19862,ORD_13862,Returned,2025-08-04,2025-08-10
SHIP_19863,ORD_13863,Delivered,2026-02-24,
SHIP_19864,ORD_13864,Delivered,2025-11-19,
SHIP_19865,ORD_13865,Delivered,2026-03-17,
SHIP_19866,ORD_13866,Returned,2025-04-29,2025-05-06
SHIP_19867,ORD_13867,Delivered,2025-10-14,
SHIP_19868,ORD_13868,In Transit,2026-02-25,
SHIP_19869,ORD_13869,Cancelled,,
SHIP_19870,ORD_13870,Delivered,2025-10-18,
SHIP_19871,ORD_13871,Returned,2026-03-25,2026-04-01
SHIP_19872,ORD_13872,Returned,2025-09-26,2025-10-01
SHIP_19873,ORD_13873,In Transit,2025-06-09,
SHIP_19874,ORD_13874,Delivered,2025-04-14,
SHIP_19875,ORD_13875,In Transit,2025-12-21,
SHIP_19876,ORD_13876,In Transit,2025-04-27,
SHIP_19877,ORD_13877,Delivered,2025-05-13,
SHIP_19878,ORD_13878,In Transit,2025-12-23,
SHIP_19879,ORD_13879,In Transit,2025-09-30,
SHIP_19880,ORD_13880,Returned,2025-07-19,2025-07-24
SHIP_19881,ORD_13881,Delivered,2026-03-26,
SHIP_19882,ORD_13882,Cancelled,,
SHIP_19883,ORD_13883,Returned,2025-11-15,2025-11-21
SHIP_19884,ORD_13884,Delivered,2025-06-22,
SHIP_19885,ORD_13885,Delivered,2025-10-29,
SHIP_19886,ORD_13886,Delivered,2025-12-24,
SHIP_19887,ORD_13887,In Transit,2025-08-06,
SHIP_19888,ORD_13888,Returned,2025-09-26,2025-10-01
SHIP_19889,ORD_13889,Cancelled,,
SHIP_19890,ORD_13890,Returned,2025-10-27,2025-11-03
SHIP_19891,ORD_13891,Cancelled,,
SHIP_19892,ORD_13892,Delivered,2025-09-16,
SHIP_19893,ORD_13893,Delivered,2025-04-20,
SHIP_19894,ORD_13894,Returned,2025-08-17,2025-08-21
SHIP_19895,ORD_13895,In Transit,2025-10-22,
SHIP_19896,ORD_13896,Delivered,2025-11-13,
SHIP_19897,ORD_13897,Cancelled,,
SHIP_19898,ORD_13898,Delivered,2026-03-23,
SHIP_19899,ORD_13899,Delivered,2025-10-13,
SHIP_19900,ORD_13900,In Transit,2025-10-20,
SHIP_19901,ORD_13901,Returned,2025-11-05,2025-11-10
SHIP_19902,ORD_13902,Delivered,2025-05-13,
SHIP_19903,ORD_13903,Delivered,2025-12-14,
SHIP_19904,ORD_13904,Returned,2025-07-07,2025-07-14
SHIP_19905,ORD_13905,Cancelled,,
SHIP_19906,ORD_13906,Delivered,2025-10-11,
SHIP_19907,ORD_13907,Cancelled,,
SHIP_19908,ORD_13908,Cancelled,,
SHIP_19909,ORD_13909,Returned,2026-02-13,2026-02-20
SHIP_19910,ORD_13910,Delivered,2025-06-22,
SHIP_19911,ORD_13911,In Transit,2025-12-11,
SHIP_19912,ORD_13912,In Transit,2025-08-20,
SHIP_19913,ORD_13913,Returned,2026-03-06,2026-03-12
SHIP_19914,ORD_13914,Delivered,2026-03-11,
SHIP_19915,ORD_13915,Delivered,2025-05-19,
SHIP_19916,ORD_13916,Returned,2026-02-28,2026-03-06
SHIP_19917,ORD_13917,Cancelled,,
SHIP_19918,ORD_13918,Delivered,2025-07-23,
SHIP_19919,ORD_13919,Returned,2025-08-02,2025-08-07
SHIP_19920,ORD_13920,Cancelled,,
SHIP_19921,ORD_13921,In Transit,2025-07-11,
SHIP_19922,ORD_13922,In Transit,2025-12-18,
SHIP_19923,ORD_13923,Delivered,2025-09-27,
SHIP_19924,ORD_13924,Delivered,2025-05-27,
SHIP_19925,ORD_13925,Delivered,2025-04-18,
SHIP_19926,ORD_13926,Cancelled,,
SHIP_19927,ORD_13927,In Transit,2025-10-01,
SHIP_19928,ORD_13928,In Transit,2025-07-14,
SHIP_19929,ORD_13929,Cancelled,,
SHIP_19930,ORD_13930,Delivered,2025-11-14,
SHIP_19931,ORD_13931,Returned,2026-01-26,2026-01-30
SHIP_19932,ORD_13932,Delivered,2025-06-05,
SHIP_19933,ORD_13933,In Transit,2025-11-28,
SHIP_19934,ORD_13934,Delivered,2025-11-21,
SHIP_19935,ORD_13935,Delivered,2025-09-23,
SHIP_19936,ORD_13936,Delivered,2025-10-11,
SHIP_19937,ORD_13937,Delivered,2025-09-28,
SHIP_19938,ORD_13938,Cancelled,,
SHIP_19939,ORD_13939,Delivered,2025-10-22,
SHIP_19940,ORD_13940,Cancelled,,
SHIP_19941,ORD_13941,Delivered,2026-01-07,
SHIP_19942,ORD_13942,Returned,2025-09-17,2025-09-20
SHIP_19943,ORD_13943,Delivered,2025-09-08,
SHIP_19944,ORD_13944,In Transit,2025-05-08,
SHIP_19945,ORD_13945,Returned,2025-10-13,2025-10-16
SHIP_19946,ORD_13946,Returned,2025-07-19,2025-07-23
SHIP_19947,ORD_13947,Delivered,2026-02-08,
SHIP_19948,ORD_13948,Delivered,2025-06-02,
SHIP_19949,ORD_13949,Delivered,2025-11-29,
SHIP_19950,ORD_13950,Returned,2025-08-12,2025-08-15
SHIP_19951,ORD_13951,In Transit,2025-07-04,
SHIP_19952,ORD_13952,Cancelled,,
SHIP_19953,ORD_13953,Delivered,2025-04-20,
SHIP_19954,ORD_13954,Cancelled,,
SHIP_19955,ORD_13955,In Transit,2025-10-10,
SHIP_19956,ORD_13956,In Transit,2026-03-21,
SHIP_19957,ORD_13957,Delivered,2025-10-14,
SHIP_19958,ORD_13958,Returned,2026-03-26,2026-03-29
SHIP_19959,ORD_13959,In Transit,2025-08-23,
SHIP_19960,ORD_13960,Cancelled,,
SHIP_19961,ORD_13961,Returned,2026-01-28,2026-02-01
SHIP_19962,ORD_13962,Delivered,2025-05-23,
SHIP_19963,ORD_13963,Delivered,2025-05-06,
SHIP_19964,ORD_13964,Returned,2025-09-17,2025-09-23
SHIP_19965,ORD_13965,Delivered,2025-07-06,
SHIP_19966,ORD_13966,Returned,2025-06-08,2025-06-15
SHIP_19967,ORD_13967,Returned,2026-01-20,2026-01-26
SHIP_19968,ORD_13968,Delivered,2026-02-07,
SHIP_19969,ORD_13969,Delivered,2025-09-26,
SHIP_19970,ORD_13970,Delivered,2025-11-07,
SHIP_19971,ORD_13971,Delivered,2025-05-25,
SHIP_19972,ORD_13972,Delivered,2025-06-13,
SHIP_19973,ORD_13973,Returned,2025-11-20,2025-11-25
SHIP_19974,ORD_13974,Delivered,2025-07-02,
SHIP_19975,ORD_13975,Delivered,2025-08-15,
SHIP_19976,ORD_13976,Returned,2026-01-31,2026-02-07
SHIP_19977,ORD_13977,Delivered,2025-05-07,
SHIP_19978,ORD_13978,Delivered,2025-12-29,
SHIP_19979,ORD_13979,In Transit,2026-01-04,
SHIP_19980,ORD_13980,Delivered,2026-02-07,
SHIP_19981,ORD_13981,In Transit,2025-12-10,
SHIP_19982,ORD_13982,Returned,2025-07-02,2025-07-09
SHIP_19983,ORD_13983,In Transit,2026-02-06,
SHIP_19984,ORD_13984,Delivered,2025-06-24,
SHIP_19985,ORD_13985,Returned,2026-04-01,2026-04-04
SHIP_19986,ORD_13986,Returned,2025-07-09,2025-07-15
SHIP_19987,ORD_13987,In Transit,2025-08-21,
SHIP_19988,ORD_13988,Delivered,2026-03-11,
SHIP_19989,ORD_13989,In Transit,2025-04-20,
SHIP_19990,ORD_13990,Delivered,2026-01-24,
SHIP_19991,ORD_13991,Cancelled,,
SHIP_19992,ORD_13992,In Transit,2025-11-09,
SHIP_19993,ORD_13993,In Transit,2025-11-16,
SHIP_19994,ORD_13994,Cancelled,,
SHIP_19995,ORD_13995,Delivered,2025-10-07,
SHIP_19996,ORD_13996,Returned,2026-02-15,2026-02-21
SHIP_19997,ORD_13997,Delivered,2025-09-29,
SHIP_19998,ORD_13998,Delivered,2025-07-12,
SHIP_19999,ORD_13999,Delivered,2026-03-19,
SHIP_20000,ORD_14000,Delivered,2025-09-02,
SHIP_20001,ORD_14001,In Transit,2025-08-11,
SHIP_20002,ORD_14002,Delivered,2025-09-02,
SHIP_20003,ORD_14003,Returned,2025-03-31,2025-04-03
SHIP_20004,ORD_14004,Delivered,2025-08-12,
SHIP_20005,ORD_14005,In Transit,2025-05-25,
SHIP_20006,ORD_14006,Delivered,2025-09-22,
SHIP_20007,ORD_14007,Delivered,2025-08-12,
SHIP_20008,ORD_14008,In Transit,2026-03-23,
SHIP_20009,ORD_14009,Delivered,2026-01-04,
SHIP_20010,ORD_14010,Cancelled,,
SHIP_20011,ORD_14011,In Transit,2025-11-23,
SHIP_20012,ORD_14012,Delivered,2025-07-28,
SHIP_20013,ORD_14013,In Transit,2026-02-02,
SHIP_20014,ORD_14014,In Transit,2026-02-28,
SHIP_20015,ORD_14015,Delivered,2025-07-29,
SHIP_20016,ORD_14016,Delivered,2026-01-22,
SHIP_20017,ORD_14017,Delivered,2025-10-01,
SHIP_20018,ORD_14018,In Transit,2025-10-02,
SHIP_20019,ORD_14019,Returned,2026-01-14,2026-01-21
SHIP_20020,ORD_14020,Cancelled,,
SHIP_20021,ORD_14021,Delivered,2025-05-24,
SHIP_20022,ORD_14022,In Transit,2025-05-01,
SHIP_20023,ORD_14023,Delivered,2025-07-08,
SHIP_20024,ORD_14024,Delivered,2025-12-01,
SHIP_20025,ORD_14025,Delivered,2025-04-01,
SHIP_20026,ORD_14026,In Transit,2025-09-29,
SHIP_20027,ORD_14027,Delivered,2025-07-29,
SHIP_20028,ORD_14028,Cancelled,,
SHIP_20029,ORD_14029,Delivered,2025-07-15,
SHIP_20030,ORD_14030,Cancelled,,
SHIP_20031,ORD_14031,Cancelled,,
SHIP_20032,ORD_14032,Returned,2026-01-15,2026-01-18
SHIP_20033,ORD_14033,Cancelled,,
SHIP_20034,ORD_14034,Returned,2025-08-27,2025-08-31
SHIP_20035,ORD_14035,In Transit,2025-06-07,
SHIP_20036,ORD_14036,Delivered,2026-01-12,
SHIP_20037,ORD_14037,Delivered,2025-10-08,
SHIP_20038,ORD_14038,In Transit,2025-10-16,
SHIP_20039,ORD_14039,In Transit,2025-09-21,
SHIP_20040,ORD_14040,Returned,2025-05-02,2025-05-07
SHIP_20041,ORD_14041,In Transit,2025-05-19,
SHIP_20042,ORD_14042,Delivered,2025-07-01,
SHIP_20043,ORD_14043,In Transit,2026-01-17,
SHIP_20044,ORD_14044,Delivered,2026-03-19,
SHIP_20045,ORD_14045,Delivered,2026-02-27,
SHIP_20046,ORD_14046,Delivered,2025-07-18,
SHIP_20047,ORD_14047,In Transit,2025-11-28,
SHIP_20048,ORD_14048,Delivered,2025-10-31,
SHIP_20049,ORD_14049,In Transit,2026-01-31,
SHIP_20050,ORD_14050,Cancelled,,
SHIP_20051,ORD_14051,Delivered,2025-07-27,
SHIP_20052,ORD_14052,Delivered,2026-01-14,
SHIP_20053,ORD_14053,Delivered,2026-03-28,
SHIP_20054,ORD_14054,Returned,2026-01-10,2026-01-17
SHIP_20055,ORD_14055,Delivered,2025-08-02,
SHIP_20056,ORD_14056,In Transit,2025-07-20,
SHIP_20057,ORD_14057,Delivered,2026-02-25,
SHIP_20058,ORD_14058,In Transit,2025-07-13,
SHIP_20059,ORD_14059,Returned,2025-06-16,2025-06-20
SHIP_20060,ORD_14060,Returned,2025-09-13,2025-09-18
SHIP_20061,ORD_14061,Delivered,2025-10-02,
SHIP_20062,ORD_14062,In Transit,2025-05-31,
SHIP_20063,ORD_14063,Returned,2025-11-09,2025-11-14
SHIP_20064,ORD_14064,In Transit,2025-08-30,
SHIP_20065,ORD_14065,Delivered,2025-10-01,
SHIP_20066,ORD_14066,In Transit,2025-05-11,
SHIP_20067,ORD_14067,In Transit,2026-02-13,
SHIP_20068,ORD_14068,Cancelled,,
SHIP_20069,ORD_14069,Delivered,2025-12-21,
SHIP_20070,ORD_14070,Delivered,2025-11-08,
SHIP_20071,ORD_14071,In Transit,2025-05-24,
SHIP_20072,ORD_14072,Returned,2025-09-16,2025-09-22
SHIP_20073,ORD_14073,Cancelled,,
SHIP_20074,ORD_14074,Cancelled,,
SHIP_20075,ORD_14075,Delivered,2026-01-20,
SHIP_20076,ORD_14076,Delivered,2025-05-03,
SHIP_20077,ORD_14077,Delivered,2025-04-24,
SHIP_20078,ORD_14078,Delivered,2025-11-10,
SHIP_20079,ORD_14079,In Transit,2026-03-19,
SHIP_20080,ORD_14080,In Transit,2025-08-03,
SHIP_20081,ORD_14081,Returned,2025-10-11,2025-10-15
SHIP_20082,ORD_14082,In Transit,2026-01-11,
SHIP_20083,ORD_14083,Returned,2025-09-25,2025-09-28
SHIP_20084,ORD_14084,Delivered,2025-10-08,
SHIP_20085,ORD_14085,Returned,2025-10-11,2025-10-18
SHIP_20086,ORD_14086,In Transit,2025-05-10,
SHIP_20087,ORD_14087,In Transit,2025-10-19,
SHIP_20088,ORD_14088,Delivered,2025-12-18,
SHIP_20089,ORD_14089,Delivered,2025-10-18,
SHIP_20090,ORD_14090,Returned,2025-04-21,2025-04-25
SHIP_20091,ORD_14091,Cancelled,,
SHIP_20092,ORD_14092,Delivered,2025-10-11,
SHIP_20093,ORD_14093,Returned,2025-10-25,2025-10-29
SHIP_20094,ORD_14094,Cancelled,,
SHIP_20095,ORD_14095,Delivered,2025-11-29,
SHIP_20096,ORD_14096,Returned,2025-12-25,2026-01-01
SHIP_20097,ORD_14097,Returned,2025-05-20,2025-05-24
SHIP_20098,ORD_14098,Cancelled,,
SHIP_20099,ORD_14099,In Transit,2025-10-15,
SHIP_20100,ORD_14100,Delivered,2025-07-06,
SHIP_20101,ORD_14101,Returned,2025-11-16,2025-11-20
SHIP_20102,ORD_14102,Delivered,2026-01-24,
SHIP_20103,ORD_14103,Delivered,2026-03-04,
SHIP_20104,ORD_14104,Delivered,2025-05-19,
SHIP_20105,ORD_14105,Returned,2026-01-05,2026-01-10
SHIP_20106,ORD_14106,Returned,2025-07-04,2025-07-10
SHIP_20107,ORD_14107,Cancelled,,
SHIP_20108,ORD_14108,Delivered,2025-09-10,
SHIP_20109,ORD_14109,In Transit,2025-09-11,
SHIP_20110,ORD_14110,Delivered,2025-04-20,
SHIP_20111,ORD_14111,Returned,2025-06-21,2025-06-25
SHIP_20112,ORD_14112,Returned,2025-04-17,2025-04-20
SHIP_20113,ORD_14113,Delivered,2026-03-03,
SHIP_20114,ORD_14114,In Transit,2025-11-02,
SHIP_20115,ORD_14115,Cancelled,,
SHIP_20116,ORD_14116,Returned,2026-03-23,2026-03-30
SHIP_20117,ORD_14117,Cancelled,,
SHIP_20118,ORD_14118,In Transit,2025-08-25,
SHIP_20119,ORD_14119,Delivered,2025-06-23,
SHIP_20120,ORD_14120,Delivered,2025-04-30,
SHIP_20121,ORD_14121,Delivered,2025-07-28,
SHIP_20122,ORD_14122,In Transit,2026-02-02,
SHIP_20123,ORD_14123,Delivered,2025-10-30,
SHIP_20124,ORD_14124,Delivered,2026-02-06,
SHIP_20125,ORD_14125,Returned,2025-07-30,2025-08-06
SHIP_20126,ORD_14126,Returned,2025-06-08,2025-06-15
SHIP_20127,ORD_14127,In Transit,2026-01-05,
SHIP_20128,ORD_14128,Returned,2025-05-28,2025-06-04
SHIP_20129,ORD_14129,Delivered,2026-03-06,
SHIP_20130,ORD_14130,In Transit,2025-08-25,
SHIP_20131,ORD_14131,Delivered,2025-12-01,
SHIP_20132,ORD_14132,Delivered,2026-03-21,
SHIP_20133,ORD_14133,Cancelled,,
SHIP_20134,ORD_14134,Cancelled,,
SHIP_20135,ORD_14135,Delivered,2026-01-04,
SHIP_20136,ORD_14136,Delivered,2026-01-30,
SHIP_20137,ORD_14137,Cancelled,,
SHIP_20138,ORD_14138,Delivered,2025-08-16,
SHIP_20139,ORD_14139,In Transit,2025-05-11,
SHIP_20140,ORD_14140,In Transit,2026-02-04,
SHIP_20141,ORD_14141,Delivered,2026-02-06,
SHIP_20142,ORD_14142,In Transit,2026-02-24,
SHIP_20143,ORD_14143,Delivered,2025-05-04,
SHIP_20144,ORD_14144,In Transit,2026-01-19,
SHIP_20145,ORD_14145,Cancelled,,
SHIP_20146,ORD_14146,Delivered,2025-05-11,
SHIP_20147,ORD_14147,Returned,2026-02-28,2026-03-04
SHIP_20148,ORD_14148,Delivered,2026-03-02,
SHIP_20149,ORD_14149,Delivered,2025-12-22,
SHIP_20150,ORD_14150,Delivered,2025-12-26,
SHIP_20151,ORD_14151,In Transit,2025-05-26,
SHIP_20152,ORD_14152,Returned,2025-10-09,2025-10-12
SHIP_20153,ORD_14153,Delivered,2026-01-24,
SHIP_20154,ORD_14154,In Transit,2025-08-21,
SHIP_20155,ORD_14155,Returned,2025-12-26,2026-01-01
SHIP_20156,ORD_14156,In Transit,2025-04-27,
SHIP_20157,ORD_14157,Delivered,2025-07-02,
SHIP_20158,ORD_14158,Delivered,2026-03-15,
SHIP_20159,ORD_14159,Delivered,2026-02-20,
SHIP_20160,ORD_14160,In Transit,2025-06-24,
SHIP_20161,ORD_14161,Delivered,2025-08-19,
SHIP_20162,ORD_14162,Delivered,2025-09-06,
SHIP_20163,ORD_14163,Delivered,2025-12-05,
SHIP_20164,ORD_14164,In Transit,2025-07-10,
SHIP_20165,ORD_14165,Delivered,2026-02-17,
SHIP_20166,ORD_14166,Cancelled,,
SHIP_20167,ORD_14167,Cancelled,,
SHIP_20168,ORD_14168,Returned,2025-07-03,2025-07-10
SHIP_20169,ORD_14169,Delivered,2025-05-29,
SHIP_20170,ORD_14170,Delivered,2026-02-02,
SHIP_20171,ORD_14171,Delivered,2025-12-30,
SHIP_20172,ORD_14172,Returned,2025-05-23,2025-05-30
SHIP_20173,ORD_14173,Delivered,2025-12-23,
SHIP_20174,ORD_14174,Delivered,2026-01-18,
SHIP_20175,ORD_14175,Returned,2025-11-08,2025-11-14
SHIP_20176,ORD_14176,Delivered,2025-11-03,
SHIP_20177,ORD_14177,Delivered,2025-11-19,
SHIP_20178,ORD_14178,In Transit,2025-04-13,
SHIP_20179,ORD_14179,Delivered,2025-09-16,
